Customer ID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Satisfaction_Score,Referral_Source,Loyalty_Tier,Customer_Lifetime_Value,Engagement Count,Churn_B,Partner_B,Dependents_B,PhoneService_B,PaperlessBilling_B,Tenure_Bucket,Internet Service_B,Online Security_B,DeviceProtection_B,TechSupport_B,StreamingTV_B,StreamingMovies_B,Payment_Method_E,Internet Service_E
3038-PQIUY,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,No,3,Retail,Gold,2504.61,3,0,0,0,1,1,30-39,1,1,1,0,0,0,BT,D
1501-SGHBW,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,81,Yes,3,Retail,Bronze,83.08,1,1,0,0,1,0,0-9,1,0,0,0,0,0,MC,D
9313-CDOGY,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,No,1,Advertisement,Gold,832.99,0,0,1,1,1,0,30-39,0,0,0,0,0,0,EC,No
8148-BPLZQ,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1734.2,No,3,Friend,Silver,1565.47,1,0,0,0,1,1,30-39,1,0,0,0,0,0,EC,D
2623-DRYAM,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.75,7069.3,No,2,Retail,Gold,6249.23,4,0,1,0,1,1,70-79,1,0,1,0,1,1,EC,FO
9987-LUTYD,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.15,742.9,No,1,Online,Silver,770.72,3,0,0,0,1,0,10-19,1,1,0,1,0,0,MC,D
3208-YPIOE,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,3017.65,Yes,2,Retail,Gold,2649.15,1,1,0,0,1,0,30-39,1,0,0,0,0,0,EC,FO
4488-KQFDT,Female,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,6423,No,5,Friend,Gold,6097.26,4,0,0,0,1,1,60-69,1,0,1,0,1,1,EC,FO
2612-RANWT,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,Yes,4,Retail,Bronze,1031.73,4,1,0,0,1,1,10-19,1,0,1,0,1,1,BT,FO
5693-PIPCS,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.65,4220.35,No,5,Advertisement,Gold,3640.81,4,0,0,0,1,1,40-49,1,0,0,1,1,1,CC,FO
0491-KAPQG,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7,1558.7,No,4,Friend,Silver,1395.97,1,0,0,0,1,1,20-29,1,0,0,0,0,0,EC,FO
1925-LFCZZ,Male,1,No,No,55,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.05,2743.45,No,5,Retail,Gold,2384.77,4,0,0,0,0,1,50-59,1,0,1,0,1,1,BT,D
8039-EQPIM,Male,0,Yes,No,69,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.25,4055.5,No,3,Advertisement,Gold,4352.63,6,0,1,0,0,0,60-69,1,1,1,1,1,1,BT,D
6900-PXRMS,Male,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,2710.25,Yes,2,Friend,Silver,3027.48,4,1,1,1,1,0,20-29,1,0,1,0,1,1,EC,FO
8707-RMEZH,Female,1,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),87.3,6055.55,No,4,Retail,Gold,5794.77,3,0,1,0,1,0,60-69,1,1,0,0,0,1,CC,FO
3346-BRMIS,Female,1,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,810.7,Yes,1,Advertisement,Silver,968.10,4,1,1,0,0,1,10-19,1,0,1,0,1,1,EC,D
3209-ZPKFI,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.25,2538.2,No,2,Online,Gold,2330.48,1,0,1,1,1,0,40-49,1,0,0,0,0,0,EC,D
6479-VDGRK,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,6129.2,No,1,Advertisement,Gold,5819.89,6,0,1,1,1,0,70-79,1,1,1,1,1,1,BT,D
9373-WSLOY,Male,1,Yes,No,33,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50,1750.85,No,2,Online,Silver,1477.11,4,0,1,0,0,1,30-39,1,0,1,1,1,0,EC,D
2933-FILNV,Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,36.55,Yes,2,Retail,Bronze,50.56,1,1,1,1,0,1,0-9,1,0,0,0,0,0,MC,D
3569-JFODW,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.95,6652.45,No,5,Advertisement,Gold,6390.98,6,0,1,1,1,0,70-79,1,1,1,1,1,1,CC,D
9819-FBNSV,Male,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,No,4,Online,Gold,2764.10,1,0,1,0,1,1,30-39,1,0,0,0,0,0,BT,FO
9544-PYPSJ,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,No,4,Friend,Gold,6425.93,3,0,1,1,1,1,60-69,1,0,1,0,0,1,CC,FO
1591-XWLGB,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1379.6,No,2,Advertisement,Gold,1428.67,0,0,1,0,1,0,70-79,0,0,0,0,0,0,CC,No
0396-UKGAI,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,No,3,Retail,Silver,1320.60,2,0,0,1,1,1,20-29,1,0,0,1,0,0,BT,D
3243-ZHOHY,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,296.15,No,3,Friend,Silver,363.59,0,0,0,0,1,0,10-19,0,0,0,0,0,0,MC,No
5186-EJEGL,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,653.25,No,1,Online,Bronze,587.79,5,0,0,0,1,1,10-19,1,1,1,1,1,0,MC,D
7527-QNRUS,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.15,412.6,No,1,Advertisement,Silver,409.49,0,0,1,1,1,1,10-19,0,0,0,0,0,0,MC,No
9986-BONCE,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,Yes,5,Advertisement,Bronze,89.27,0,1,0,0,1,0,0-9,0,0,0,0,0,0,BT,No
2722-JMONI,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,Yes,2,Retail,Bronze,51.20,2,1,1,0,1,1,0-9,1,1,0,0,0,0,EC,D
2203-GHNWN,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,1928.7,No,1,Friend,Silver,1727.25,2,0,1,0,1,1,20-29,1,0,1,0,0,0,MC,FO
3878-AVSOQ,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,71.25,No,1,Advertisement,Bronze,68.60,1,0,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
3258-SYSWS,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,7845.8,No,2,Advertisement,Gold,8114.54,6,0,0,0,1,0,70-79,1,1,1,1,1,1,BT,FO
5296-PSYVW,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1750.7,No,5,Friend,Gold,1724.85,0,0,1,0,1,0,70-79,0,0,0,0,0,0,EC,No
6319-QSUSR,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,216.2,No,1,Advertisement,Bronze,195.78,0,0,0,1,1,0,10-19,0,0,0,0,0,0,CC,No
4083-EUGRJ,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,178.5,Yes,5,Friend,Bronze,205.46,0,1,0,0,1,0,10-19,0,0,0,0,0,0,MC,No
7579-OOPEC,Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,Yes,4,Friend,Bronze,108.19,1,1,1,0,1,0,0-9,1,0,0,0,0,0,CC,D
0512-FLFDW,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029,No,5,Friend,Gold,5996.27,4,0,1,0,1,1,60-69,1,0,1,0,1,1,CC,FO
1771-OADNZ,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2745.2,Yes,3,Retail,Silver,2931.33,3,1,1,0,1,1,20-29,1,0,1,0,0,1,EC,FO
0487-CRLZF,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,3721.9,No,3,Friend,Gold,4082.84,5,0,0,0,1,1,40-49,1,0,1,1,1,1,BT,D
2107-FBPTK,Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3121.1,No,5,Friend,Silver,2782.13,4,0,0,0,1,1,30-39,1,0,1,0,1,1,EC,FO
9451-WLYRI,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,990.45,No,3,Online,Gold,934.04,0,0,1,0,1,0,50-59,0,0,0,0,0,0,CC,No
8219-VYBVI,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25,1004.35,No,4,Online,Gold,987.49,0,0,0,1,1,0,30-39,0,0,0,0,0,0,MC,No
1991-VOPLL,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,No,2,Retail,Bronze,186.83,0,0,0,0,1,0,10-19,0,0,0,0,0,0,MC,No
9738-QLWTP,Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.9,3219.75,No,3,Friend,Gold,2749.73,3,0,0,0,1,0,30-39,1,0,1,1,0,0,EC,FO
1016-DJTSV,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,No,3,Online,Bronze,638.57,1,0,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
9419-IPPBE,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.15,4554.85,No,5,Online,Gold,4535.45,3,0,1,1,1,1,50-59,1,0,1,0,0,1,EC,FO
0174-QRVVY,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,No,4,Advertisement,Gold,1723.84,0,0,1,1,1,0,70-79,0,0,0,0,0,0,CC,No
5699-BNCAS,Male,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.65,1766.75,No,2,Friend,Gold,1641.32,0,0,0,0,1,1,70-79,0,0,0,0,0,0,MC,No
2900-PHPLN,Female,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1462.05,No,5,Online,Gold,1234.81,0,0,1,0,1,1,70-79,0,0,0,0,0,0,CC,No
0612-RTZZA,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Yes,5,Retail,Bronze,27.46,1,1,0,0,0,0,0-9,1,0,0,0,0,0,EC,D
8106-GWQOK,Male,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60,2193.2,No,4,Advertisement,Gold,2591.50,5,0,1,0,0,1,30-39,1,1,0,1,1,1,BT,D
8751-EDEKA,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.9,2433.5,No,2,Advertisement,Silver,2451.99,3,0,1,0,1,0,20-29,1,0,1,0,0,1,CC,FO
6878-GGDWG,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,641.15,No,4,Friend,Silver,705.06,0,0,1,0,1,0,30-39,0,0,0,0,0,0,BT,No
4039-PIMHX,Male,1,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,No,2,Friend,Gold,2677.24,1,0,1,0,1,0,40-49,1,0,0,0,0,0,MC,D
8450-LUGUK,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,861.85,No,4,Advertisement,Gold,886.63,0,0,1,1,1,1,30-39,0,0,0,0,0,0,BT,No
3604-WLABM,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583,No,5,Retail,Bronze,570.82,3,0,0,0,1,0,10-19,1,0,1,1,0,0,EC,D
0795-GMVQO,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.9,7332.4,No,5,Friend,Gold,7219.68,5,0,1,0,1,0,60-69,1,1,1,0,1,1,CC,FO
2259-OUUSZ,Male,0,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.5,249.55,No,1,Friend,Bronze,252.88,3,0,0,0,0,1,0-9,1,0,1,1,0,0,CC,D
1142-IHLOO,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,No,3,Advertisement,Gold,3873.05,3,0,0,0,1,0,50-59,1,0,0,0,1,1,CC,FO
6410-LEFEN,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,416.45,Yes,4,Advertisement,Bronze,430.28,1,1,0,0,1,0,10-19,1,0,0,0,0,0,EC,D
4633-MKHYU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,No,1,Friend,Bronze,688.87,3,0,0,0,1,1,10-19,1,0,0,0,1,1,MC,FO
6257-RJOHI,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,No,3,Online,Bronze,222.53,2,0,0,0,1,1,0-9,1,0,0,1,0,0,MC,D
1545-JFUML,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99,6994.6,No,4,Friend,Gold,7714.22,4,0,1,0,1,1,70-79,1,1,1,0,1,0,EC,FO
3194-ORPIK,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Yes,2,Online,Gold,3887.14,2,1,1,1,1,1,50-59,1,0,0,0,1,0,BT,FO
7826-VVKWT,Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,No,3,Advertisement,Silver,2194.62,4,0,1,1,1,1,20-29,1,0,1,0,1,1,EC,FO
1353-GHZOS,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,No,5,Online,Silver,1307.13,3,0,1,0,1,1,20-29,1,1,0,0,1,0,BT,D
2587-EKXTS,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,No,1,Retail,Gold,5048.27,5,0,0,0,1,1,40-49,1,1,1,0,1,1,EC,FO
5442-BXVND,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,No,3,Advertisement,Silver,749.20,0,0,1,1,1,0,30-39,0,0,0,0,0,0,BT,No
8816-VXNZD,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,3,Friend,Bronze,77.18,1,1,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
9378-FXTIZ,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,Yes,5,Friend,Gold,3558.30,3,1,1,0,1,1,50-59,1,0,0,0,1,1,CC,D
1723-HKXJQ,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.45,Yes,4,Advertisement,Gold,3703.62,3,1,0,0,1,1,40-49,1,0,0,0,1,1,EC,FO
7825-GKXMW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,Yes,2,Advertisement,Bronze,38.96,1,1,0,0,1,0,0-9,1,0,0,0,0,0,EC,D
9753-OYLBX,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,No,5,Retail,Bronze,18.05,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
2364-UFROM,Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,70.4,2044.75,No,2,Advertisement,Silver,2297.17,4,0,0,0,1,0,30-39,1,1,0,1,1,0,EC,D
6656-JWRQX,Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,No,4,Friend,Bronze,34.78,2,0,0,0,0,0,0-9,1,0,0,1,0,0,MC,D
6473-ULUHT,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,1398.25,No,3,Retail,Silver,1328.64,5,0,1,1,1,0,10-19,1,1,0,1,1,1,EC,D
1240-KNSEZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,2,Friend,Bronze,20.18,0,1,0,0,1,1,0-9,0,0,0,0,0,0,MC,No
0836-SEYLU,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,Yes,1,Online,Bronze,327.09,3,1,1,0,0,0,10-19,1,0,0,1,1,0,MC,D
4433-JCGCG,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101,4680.05,Yes,1,Advertisement,Gold,4717.13,4,1,1,0,1,1,40-49,1,0,1,0,1,1,EC,FO
3716-BDVDB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,Yes,5,Online,Bronze,61.73,1,1,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
7688-AWMDX,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,No,4,Friend,Gold,3998.60,3,0,1,0,1,0,70-79,1,1,0,1,0,0,BT,D
2842-BCQGE,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,No,5,Online,Gold,3661.18,1,0,0,0,1,1,40-49,1,0,0,0,0,0,CC,FO
7244-QWYHG,Male,0,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,No,5,Online,Gold,2019.61,4,0,1,0,0,1,50-59,1,1,0,1,1,0,BT,D
5899-MQZZL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75,999.45,Yes,5,Friend,Silver,1052.38,1,1,0,0,1,1,10-19,1,0,0,0,0,0,MC,FO
6849-OYAMU,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100,1888.65,Yes,1,Friend,Silver,1628.40,4,1,1,1,1,0,10-19,1,0,0,1,1,1,BT,FO
5312-UXESG,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,No,1,Advertisement,Gold,3869.90,4,0,0,0,1,0,40-49,1,0,1,0,1,1,BT,FO
9488-HGMJH,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,Yes,5,Online,Bronze,62.84,1,1,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
6038-GCYEC,Female,0,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,Yes,1,Retail,Silver,1242.08,4,1,0,0,0,1,20-29,1,0,1,0,1,1,CC,D
2150-WLKUW,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.9,2635,No,4,Retail,Gold,2305.67,2,0,1,0,1,0,40-49,1,0,0,0,1,0,BT,D
7159-FVYPK,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235,No,5,Friend,Bronze,199.57,3,0,1,1,1,1,0-9,1,0,1,0,1,0,BT,D
7032-LMBHI,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,No,1,Friend,Gold,2332.86,3,0,0,0,1,0,30-39,1,1,0,0,1,0,BT,D
1150-WFARN,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,Yes,2,Online,Gold,6850.37,6,1,1,1,1,1,60-69,1,1,1,1,1,1,CC,FO
6088-BXMRG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,No,5,Friend,Silver,3311.83,3,0,1,1,1,1,30-39,1,0,0,0,1,1,EC,FO
3144-AUDBS,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,Yes,5,Retail,Bronze,331.96,2,1,1,0,1,1,0-9,1,0,0,1,0,0,EC,D
4821-SJHJV,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,2901.8,No,4,Advertisement,Silver,2781.70,3,0,1,1,1,0,30-39,1,1,0,0,1,0,EC,FO
7346-MEDWM,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4949.1,No,3,Advertisement,Gold,4458.41,2,0,0,0,1,1,50-59,1,0,1,0,0,0,EC,FO
1137-DGOWI,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70.25,2198.9,No,3,Online,Silver,1962.54,4,0,1,0,1,0,30-39,1,0,1,1,0,1,BT,D
5616-PRTNT,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,374.5,Yes,4,Advertisement,Silver,429.21,0,1,0,1,1,1,20-29,0,0,0,0,0,0,EC,No
3812-LRZIR,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,761.95,No,4,Friend,Silver,675.72,0,0,1,1,1,0,20-29,0,0,0,0,0,0,EC,No
4818-QIUFN,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1520.9,Yes,4,Friend,Silver,1561.63,2,1,0,0,1,1,20-29,1,1,0,0,0,0,EC,FO
9483-GCPWE,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,No,3,Friend,Bronze,161.89,0,0,0,1,1,0,10-19,0,0,0,0,0,0,MC,No
4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73,5163,No,4,Friend,Gold,4889.13,4,0,1,1,1,1,60-69,1,1,1,0,1,0,CC,D
9220-CXRSC,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.4,4059.85,No,1,Online,Gold,3955.07,3,0,1,1,1,0,60-69,1,1,0,1,0,0,CC,D
4993-JCRGJ,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,No,5,Advertisement,Silver,2483.20,3,0,0,0,1,1,20-29,1,0,1,1,0,0,MC,FO
9537-JALFH,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,No,5,Retail,Gold,1531.31,0,0,1,1,1,0,60-69,0,0,0,0,0,0,BT,No
